ID,profession,age,gender,highestDegree,maritalStatus,noOfKids,creditRisk,otherMembership,pastStays1y,blogger,articles,amexCard,purposeTravel,staySpend,loyaltyClass 
5045,Self-Employed,60,,High School Equivalent,Married,,3.19,Discovery,46,No,3,Yes,Business,8904.697764,Silver
5046,Business,,Male,High School Equivalent,Single,,2.43,Jumeirah,20,Yes,0,Yes,Leisure Travel,0,Bronze
5047,Business,,Female,MBA,Married,,3.57,Discovery,41,No,7,No,Leisure Travel,11.97493083,Silver
5048,Private Sector,57,Male,MBA,Single,,2.2,IHG,33,No,7,Yes,Business,30.45095031,Bronze
5049,Business,38,Female,High School Equivalent,Single,0,3.42,IHG,46,No,1,Yes,Business,0,Silver
5050,Private Sector,,Female,High School Equivalent,Widowed,1,2.41,Marriott,42,No,14,Yes,Medical Tourism,0,Silver
5051,Public Sector,56,,Bachelors Degree,Married,,2.43,Discovery,24,No,10,No,Business,105.2182098,Bronze
5052,Business,,Male,High School Equivalent,Widowed,3,3.3,Marriott,42,Yes,0,Yes,Business,561.2924715,Silver
5053,Public Sector,59,Male,Associate Degree,Single,,3.25,IHG,25,Yes,0,No,Business,788.1138491,Silver
5054,Private Sector,57,Male,High School Equivalent,Married,,3.58,None,3,Yes,0,Yes,Medical Tourism,0,Silver
5055,Business,52,Female,MBA,Single,,3.1,IHG,49,Yes,0,No,Business,0,Silver
5056,Private Sector,,,Bachelors Degree,Divorced,1,3.06,Marriott,25,Yes,0,No,Leisure Travel,0,Bronze
5057,Business,26,Female,Professional,Widowed,1,3.29,IHG,20,No,9,No,Business,0.810005469,Bronze
5058,Private Sector,,,Professional,Single,0,2.86,Marriott,21,No,8,Yes,Business,5.74050252,Silver
5059,Business,,Male,High School Equivalent,Married,,2.83,Expedia,,No,3,No,Leisure Travel,0,Silver
5060,,,Male,Bachelors Degree,Single,,2.09,IHG,49,Yes,0,No,Business,355.0747673,Silver
5061,Public Sector,58,Female,Bachelors Degree,Single,0,2.97,IHG,,No,17,Yes,Business,0,Bronze
5062,Public Sector,40,Female,Bachelors Degree,Single,,2.82,IHG,31,Yes,0,Yes,Medical Tourism,192.0479146,Bronze
5063,Private Sector,49,Female,High School Equivalent,Divorced,0,2.39,IHG,28,No,6,No,Leisure Travel,0,Gold
5064,Private Sector,,,Technical/Occupational Certificate,Divorced,1,3.49,None,22,Yes,0,No,Medical Tourism,2992.614159,Silver
5065,Self-Employed,30,Male,Bachelors Degree,Divorced,1,3.13,Marriott,15,No,13,No,Leisure Travel,1483.954005,Silver
5066,Private Sector,19,,Bachelors Degree,Single,0,2.67,Discovery,29,No,17,No,Medical Tourism,0,Silver
5067,Private Sector,,Female,High School Equivalent,Married,,2.53,Discovery,26,No,2,No,Leisure Travel,0.002476081,Silver
5068,Self-Employed,,Female,MBA,Married,,1.9,IHG,35,No,19,No,Leisure Travel,0.007872584,Bronze
5069,Self-Employed,58,Female,High School Equivalent,Single,,2.88,Discovery,45,Yes,0,No,Business,0,Silver
5070,Private Sector,,Male,High School Equivalent,Married,1,3.01,IHG,38,No,11,No,Medical Tourism,12296.7973,Silver
5071,,37,Female,High School Equivalent,Single,,3.73,IHG,10,No,7,Yes,Medical Tourism,0,Silver
5072,Private Sector,58,,Associate Degree,Married,1,3.02,IHG,37,Yes,0,No,Leisure Travel,0,Silver
5073,,24,Female,MBA,Married,4,2.3,Marriott,,No,16,No,Medical Tourism,4799.677142,Bronze
5074,Self-Employed,20,,Doctorate,Single,0,2.42,Marriott,39,No,14,No,Leisure Travel,0,Silver
5075,Public Sector,,Female,High School Equivalent,Single,0,2.91,IHG,36,No,19,No,Leisure Travel,1055.221744,Bronze
5076,Business,,Female,Professional,Married,,3.17,Marriott,21,No,20,Yes,Leisure Travel,0.120993315,Silver
5077,Business,19,Female,Bachelors Degree,Married,,4,Marriott,24,No,19,Yes,Medical Tourism,70.9722895,Bronze
5078,Private Sector,,Female,MBA,Divorced,0,2.62,IHG,2,No,4,No,Medical Tourism,0.010384552,Bronze
5079,Business,37,,MBA,Married,,2.88,IHG,,No,20,Yes,Business,0,Bronze
5080,Business,,,High School Equivalent,Divorced,,3.11,None,15,No,4,Yes,Leisure Travel,0,Bronze
5081,Business,47,Female,High School Equivalent,Married,0,2.97,Hilton,19,No,16,No,Leisure Travel,4009.572042,Silver
5082,Private Sector,42,Female,High School Equivalent,Single,,2.71,IHG,7,Yes,0,No,Leisure Travel,0,Bronze
5083,Private Sector,,Female,Bachelors Degree,Single,0,2.1,Marriott,10,No,3,Yes,Medical Tourism,0,Bronze
5084,Business,,Female,MBA,Married,1,2.57,Marriott,28,Yes,0,No,Medical Tourism,0,Bronze
5085,Private Sector,28,Male,High School Equivalent,Divorced,0,2.98,IHG,44,Yes,0,Yes,Medical Tourism,5.018273807,Silver
5086,,,Female,High School Equivalent,Married,1,3.25,IHG,11,Yes,0,No,Leisure Travel,0,Silver
5087,Business,46,Male,Bachelors Degree,Single,,2.48,None,,No,16,Yes,Business,10772.32546,Silver
5088,Public Sector,35,Female,MBA,Married,,3.49,None,28,Yes,0,No,Medical Tourism,0,Silver
5089,Business,29,Male,MBA,Single,0,3.03,Expedia,49,No,5,No,Medical Tourism,0,Bronze
5090,Business,21,Female,High School Equivalent,Divorced,,1.61,Marriott,17,Yes,0,Yes,Business,17116.25921,Bronze
5091,Business,,Male,High School Equivalent,Married,1,2.68,Discovery,45,No,6,Yes,Leisure Travel,0,Bronze
5092,Self-Employed,31,,Professional,Single,0,3.45,Hilton,13,Yes,0,Yes,Leisure Travel,0,Silver
5093,Private Sector,,Female,Bachelors Degree,Married,,3.51,Marriott,29,Yes,0,No,Leisure Travel,0,Silver
5094,Private Sector,48,Male,Associate Degree,Single,,3.57,None,34,No,10,No,Business,74.27678089,Silver
5095,Business,59,Male,Associate Degree,Married,1,2.25,Jumeirah,20,Yes,0,Yes,Medical Tourism,0,Silver
5096,Self-Employed,20,Female,Doctorate,Single,0,2.5,Marriott,,No,2,Yes,Business,444.8936796,Silver
5097,Business,47,Male,MBA,Single,,2.94,IHG,4,No,20,Yes,Business,5930.85594,Silver
5098,Business,,Male,High School Equivalent,Married,,3,Marriott,36,No,15,Yes,Business,0,Silver
5099,Private Sector,18,,Bachelors Degree,Single,,3.39,Expedia,7,No,13,Yes,Medical Tourism,0,Silver
5100,Public Sector,,Female,MBA,Married,3,2.31,IHG,27,No,4,Yes,Leisure Travel,0,Bronze
5101,Private Sector,45,,High School Equivalent,Married,2,3.98,Discovery,35,Yes,0,Yes,Leisure Travel,0,Silver
5102,Private Sector,,Male,Bachelors Degree,Married,,2.23,Marriott,,No,15,Yes,Medical Tourism,3354.290788,Bronze
5103,Business,,Male,High School Equivalent,Married,,3.3,Discovery,17,Yes,0,No,Business,0,Silver
5104,,41,Female,Associate Degree,Married,,2,None,23,No,15,No,Medical Tourism,2603.452378,Silver
5105,Public Sector,39,Female,MBA,Single,0,3.33,IHG,34,No,14,Yes,Business,0.002963512,Silver
5106,Self-Employed,,Male,Associate Degree,Single,,3.14,None,35,Yes,0,No,Leisure Travel,9.617879733,Silver
5107,Business,19,Female,High School Equivalent,Divorced,,3.71,IHG,42,No,16,No,Leisure Travel,0,Silver
5108,Private Sector,49,Male,MBA,Single,,3.17,Marriott,12,No,10,No,Medical Tourism,384.2825151,Gold
5109,Public Sector,53,Male,Masters Degree,Married,0,2.35,Discovery,5,No,16,No,Medical Tourism,978.7615563,Bronze
5110,Self-Employed,50,,Doctorate,Single,,2.09,None,39,No,17,No,Leisure Travel,0,Bronze
5111,Public Sector,42,Female,High School Equivalent,Single,0,3.5,Marriott,,No,15,No,Leisure Travel,0,Bronze
5112,Private Sector,,,Bachelors Degree,Married,1,3.23,IHG,45,Yes,0,Yes,Leisure Travel,8.456425735,Silver
5113,Private Sector,46,,MBA,Married,,3.04,Marriott,44,No,5,Yes,Leisure Travel,276.6351552,Silver
5114,,18,Male,High School Equivalent,Single,0,3.36,None,8,Yes,0,No,Medical Tourism,0,Bronze
5115,Private Sector,,Female,Masters Degree,Widowed,1,3.83,Marriott,19,No,12,No,Business,9971.405201,Silver
5116,Business,50,Male,MBA,Single,0,3.13,Marriott,41,Yes,0,No,Leisure Travel,774.838629,Silver
5117,Private Sector,38,Female,MBA,Married,,2.57,IHG,15,No,15,No,Medical Tourism,182.0958663,Silver
5118,Business,,,High School Equivalent,Divorced,1,2.84,IHG,46,Yes,0,Yes,Business,11.20840263,Silver
5119,Private Sector,,,High School Equivalent,Single,0,2.45,Discovery,48,No,17,No,Leisure Travel,29309.53128,Silver
5120,Private Sector,,Female,MBA,Divorced,4,2.22,IHG,18,Yes,0,No,Business,0,Gold
5121,Business,30,Female,High School Equivalent,Single,,2.67,Marriott,29,No,2,No,Medical Tourism,0,Silver
5122,Business,27,Male,Professional,Single,0,1.8,Hilton,12,Yes,0,No,Medical Tourism,0,Silver
5123,Business,,Female,MBA,Single,,3.01,IHG,38,No,18,Yes,Leisure Travel,0.000383239,Silver
5124,,,Female,High School Equivalent,Single,,2.53,Jumeirah,15,No,9,Yes,Leisure Travel,6459.108902,Bronze
5125,Public Sector,,Female,MBA,Divorced,0,3.24,Discovery,4,No,20,No,Business,0,Bronze
5126,Private Sector,,Female,MBA,Single,,2.15,Marriott,25,No,8,No,Business,0,Silver
5127,Business,49,,Associate Degree,Widowed,1,3.02,Marriott,25,No,18,Yes,Medical Tourism,9420.699998,Bronze
5128,Public Sector,18,Female,High School Equivalent,Single,0,3.24,IHG,1,Yes,0,No,Medical Tourism,0,Silver
5129,Business,,Male,Masters Degree,Married,1,2.36,Expedia,20,Yes,0,No,Medical Tourism,1388.172931,Silver
5130,Private Sector,,Male,Associate Degree,Single,0,2.61,IHG,12,No,16,Yes,Medical Tourism,12075.69356,Bronze
5131,Public Sector,,Female,MBA,Married,3,3.5,None,36,Yes,0,No,Business,244.4793045,Bronze
5132,Business,42,,High School Equivalent,Divorced,0,2.43,Discovery,34,No,9,Yes,Business,247.2522745,Silver
5133,Private Sector,,Female,High School Equivalent,Single,0,2.84,Marriott,30,Yes,0,Yes,Leisure Travel,0,Silver
5134,Self-Employed,35,Male,Associate Degree,Married,0,1.68,IHG,,No,20,No,Business,0,Silver
5135,Business,37,,High School Equivalent,Married,,1.86,IHG,6,No,9,No,Business,0,Bronze
5136,Business,,Female,MBA,Married,,2.85,None,,No,20,Yes,Business,1178.665381,Silver
5137,Private Sector,53,,Masters Degree,Divorced,,3.37,Hilton,,Yes,0,No,Leisure Travel,2047.219796,Silver
5138,Private Sector,35,Male,MBA,Divorced,,2.68,Expedia,26,Yes,0,Yes,Business,3695.952098,Silver
5139,Self-Employed,21,Female,Associate Degree,Divorced,1,3.05,Discovery,43,No,8,Yes,Medical Tourism,0,Bronze
5140,Private Sector,47,Male,High School Equivalent,Married,0,3.54,Marriott,19,No,17,No,Business,117.5773212,Bronze
5141,Public Sector,,Male,MBA,Married,0,3.5,Marriott,44,Yes,0,No,Medical Tourism,0.076892393,Silver
5142,Business,39,Female,High School Equivalent,Married,0,2.77,IHG,24,No,1,No,Medical Tourism,1934.910736,Silver
5143,,26,Male,Associate Degree,Divorced,,3.08,Marriott,,Yes,0,No,Leisure Travel,3465.169374,Bronze
5144,Public Sector,,Female,High School Equivalent,Divorced,1,2.82,Marriott,38,No,1,No,Leisure Travel,18.26816075,Silver
5145,Self-Employed,54,,High School Equivalent,Widowed,1,3.37,Marriott,14,No,7,No,Medical Tourism,0,Silver
5146,Private Sector,58,Male,High School Equivalent,Married,1,2.77,Marriott,38,No,17,Yes,Business,218.1529859,Silver
5147,Public Sector,,Male,Bachelors Degree,Married,0,2.85,IHG,,No,14,No,Leisure Travel,30840.36772,Silver
5148,Public Sector,42,Male,Bachelors Degree,Single,0,4,Hilton,,No,14,No,Medical Tourism,3218.251417,Bronze
5149,Self-Employed,20,,High School Equivalent,Married,,2.14,Expedia,41,Yes,0,Yes,Business,0,Silver
5150,Business,,Female,High School Equivalent,Divorced,1,2.94,IHG,,No,5,Yes,Business,0.015190444,Silver
5151,Private Sector,32,Male,Bachelors Degree,Single,0,2.13,Discovery,40,No,2,Yes,Business,8.640311235,Gold
5152,Business,,Female,Bachelors Degree,Married,1,2.27,Marriott,40,Yes,0,No,Business,534.6511684,Silver
5153,Business,,,Bachelors Degree,Single,0,4,Jumeirah,9,No,8,Yes,Business,0,Silver
5154,Private Sector,,,MBA,Single,,3.05,IHG,9,Yes,0,No,Business,0.006234234,Silver
5155,Public Sector,46,Female,Professional,Married,1,2.32,None,35,No,8,No,Leisure Travel,1079.384722,Silver
5156,Public Sector,38,Male,Bachelors Degree,Single,,2.77,IHG,34,No,15,Yes,Leisure Travel,2455.65187,Bronze
5157,Private Sector,,Male,Bachelors Degree,Married,4,3.01,Marriott,1,No,7,No,Business,0,Silver
5158,Private Sector,42,Female,Bachelors Degree,Single,0,2.79,Marriott,,No,19,Yes,Leisure Travel,468.6656346,Silver
5159,Private Sector,49,,High School Equivalent,Married,1,2.84,Marriott,34,No,15,No,Medical Tourism,2286.148246,Bronze
5160,Business,,Female,MBA,Married,,2.69,Marriott,0,No,12,No,Medical Tourism,0,Bronze
5161,Business,47,Male,High School Equivalent,Married,0,2.54,None,17,Yes,0,No,Business,6896.581206,Silver
5162,Business,37,Female,Professional,Divorced,1,2.28,Marriott,28,No,11,No,Leisure Travel,0,Bronze
5163,Business,,Female,High School Equivalent,Single,0,2.74,Discovery,0,No,15,No,Leisure Travel,0,Bronze
5164,Business,22,Male,High School Equivalent,Married,0,2.61,Jumeirah,,No,3,Yes,Business,1.627519918,Bronze
5165,Public Sector,,Female,High School Equivalent,Single,0,2.92,Marriott,35,No,11,No,Medical Tourism,53131.11186,Silver
5166,Business,22,Female,Bachelors Degree,Single,,3.67,Marriott,,No,15,No,Medical Tourism,0,Bronze
5167,Private Sector,,Male,Professional,Married,,3.06,None,45,Yes,0,Yes,Medical Tourism,0,Silver
5168,Business,55,,Bachelors Degree,Married,1,3.9,IHG,15,No,7,No,Leisure Travel,0,Bronze
5169,Public Sector,44,Female,Associate Degree,Married,0,2.25,IHG,15,Yes,0,Yes,Medical Tourism,0,Silver
5170,Private Sector,31,,MBA,Married,3,3.31,Hilton,4,No,19,Yes,Leisure Travel,0,Silver
5171,Business,20,Female,Associate Degree,Single,0,2.79,None,5,No,14,No,Leisure Travel,0,Silver
5172,Private Sector,,Female,High School Equivalent,Married,1,3.72,Marriott,16,No,14,Yes,Business,0,Silver
5173,Private Sector,,,Bachelors Degree,Single,0,2.23,Marriott,18,Yes,0,Yes,Medical Tourism,384.2928685,Silver
5174,Business,32,Female,Bachelors Degree,Divorced,0,3.89,IHG,13,Yes,0,Yes,Leisure Travel,0,Silver
5175,Business,,,High School Equivalent,Single,0,3.42,Discovery,,No,16,No,Business,0,Bronze
5176,Business,39,Male,Technical/Occupational Certificate,Married,1,2.57,None,1,No,7,Yes,Leisure Travel,0,Bronze
5177,Business,,Male,Bachelors Degree,Widowed,,2.77,Marriott,7,Yes,0,Yes,Medical Tourism,0,Silver
5178,Public Sector,52,Male,Professional,Married,1,3.28,IHG,12,No,17,No,Business,2376.706508,Bronze
5179,,,Female,High School Equivalent,Single,,3.22,Jumeirah,36,No,1,Yes,Leisure Travel,0,Silver
5180,Business,,Male,MBA,Widowed,,2.79,IHG,45,No,20,Yes,Medical Tourism,3263.628982,Bronze
5181,Self-Employed,44,Male,High School Equivalent,Divorced,1,2.78,Marriott,12,Yes,0,No,Leisure Travel,0,Silver
5182,Business,51,Male,Associate Degree,Divorced,0,1.92,Marriott,26,No,8,No,Business,2.051438938,Bronze
5183,Private Sector,25,Male,Bachelors Degree,Divorced,0,3.25,IHG,18,No,13,No,Business,10961.89301,Silver
5184,Private Sector,,Male,MBA,Single,0,2.87,IHG,6,No,4,Yes,Business,50.05459843,Silver
5185,Public Sector,25,Male,High School Equivalent,Married,,3.57,Marriott,33,No,1,No,Medical Tourism,367.4401828,Silver
5186,Public Sector,51,Female,Associate Degree,Married,0,2.56,IHG,34,No,14,Yes,Medical Tourism,664.9795725,Bronze
5187,Private Sector,,Female,Masters Degree,Single,0,2.28,Discovery,37,No,6,No,Leisure Travel,0,Bronze
5188,Public Sector,,Male,Associate Degree,Single,,3.46,Hilton,36,No,19,Yes,Business,0,Silver
5189,Private Sector,,,High School Equivalent,Divorced,0,3.33,Marriott,28,Yes,0,No,Medical Tourism,0,Silver
5190,Private Sector,,Female,High School Equivalent,Single,,2.04,IHG,29,No,1,Yes,Medical Tourism,16217.09672,Bronze
5191,Business,,Female,High School Equivalent,Married,3,2.12,Expedia,37,No,15,Yes,Leisure Travel,0.177238188,Bronze
5192,Private Sector,28,Female,Associate Degree,Divorced,,3.03,Marriott,,No,13,No,Medical Tourism,147.1048698,Silver
5193,Private Sector,,Male,Associate Degree,Married,,2.9,IHG,,No,14,Yes,Business,1072.281635,Silver
5194,Public Sector,,Male,MBA,Married,,3.14,IHG,17,No,13,Yes,Medical Tourism,3919.456832,Bronze
5195,,,,High School Equivalent,Widowed,,1.89,IHG,17,No,12,No,Medical Tourism,0,Bronze
5196,Private Sector,32,Female,MBA,Single,0,3.1,Marriott,32,No,7,Yes,Leisure Travel,13865.82569,Silver
5197,Private Sector,18,Female,High School Equivalent,Married,,2.76,Marriott,11,No,11,No,Business,4.14833E-05,Bronze
5198,Public Sector,57,Female,High School Equivalent,Widowed,1,2.38,Hilton,,No,17,No,Leisure Travel,843.637182,Gold
5199,Self-Employed,21,Female,High School Equivalent,Married,1,2.55,Jumeirah,12,Yes,0,Yes,Medical Tourism,5503.413757,Silver
5200,Private Sector,,Male,Masters Degree,Married,1,3.23,None,42,No,7,No,Leisure Travel,2465.799424,Bronze
5201,Public Sector,,Male,MBA,Single,0,2.97,Jumeirah,28,No,5,No,Business,0.007739329,Silver
5202,Private Sector,,Male,High School Equivalent,Divorced,0,2.46,Hilton,27,No,8,No,Leisure Travel,13643.29227,Silver
5203,Private Sector,38,Female,High School Equivalent,Married,1,1.63,Marriott,16,Yes,0,Yes,Medical Tourism,804.4145044,Silver
5204,Business,59,,Professional,Married,,2.64,None,44,No,1,Yes,Medical Tourism,0,Bronze
5205,Private Sector,46,Female,MBA,Married,,3.48,IHG,19,No,17,Yes,Medical Tourism,0,Silver
5206,Private Sector,,Female,High School Equivalent,Divorced,3,2.97,Expedia,,No,6,Yes,Business,177.0018997,Bronze
5207,Self-Employed,45,Male,High School Equivalent,Divorced,,2.78,Jumeirah,,No,15,No,Medical Tourism,0,Gold
5208,Private Sector,57,Female,Associate Degree,Married,1,3.63,Marriott,47,No,6,No,Business,2.549509832,Silver
5209,Self-Employed,,,Bachelors Degree,Single,,2.97,IHG,9,No,20,Yes,Medical Tourism,0,Silver
5210,Business,,Female,MBA,Married,1,2.56,IHG,22,No,17,Yes,Business,0,Bronze
5211,Private Sector,,Female,Masters Degree,Divorced,1,3.2,Marriott,36,Yes,0,Yes,Medical Tourism,2377.518202,Gold
5212,Business,41,Female,High School Equivalent,Single,0,3.58,Discovery,3,No,8,Yes,Leisure Travel,10.13729692,Bronze
5213,Private Sector,21,Male,High School Equivalent,Married,,2.87,Discovery,36,No,3,Yes,Business,18718.36325,Silver
5214,Business,34,Male,Associate Degree,Widowed,1,2.47,Jumeirah,27,No,15,Yes,Leisure Travel,458.5602769,Bronze
5215,Private Sector,60,Female,High School Equivalent,Divorced,,1.96,IHG,43,No,11,No,Leisure Travel,30782.83324,Bronze
5216,Private Sector,52,,Associate Degree,Single,0,2.97,Marriott,31,No,2,No,Leisure Travel,845.7135996,Gold
5217,Self-Employed,20,Female,Bachelors Degree,Divorced,1,3.1,IHG,43,No,20,Yes,Business,714.9497292,Bronze
5218,Private Sector,40,,High School Equivalent,Married,3,2.91,IHG,41,No,20,No,Business,225.4779495,Bronze
5219,Public Sector,26,Female,Masters Degree,Divorced,,2.98,Discovery,19,Yes,0,Yes,Leisure Travel,0,Bronze
5220,Private Sector,,,Bachelors Degree,Single,,3.32,Marriott,2,No,13,No,Business,16422.53549,Silver
5221,Private Sector,,,Professional,Married,1,1.94,IHG,40,No,11,No,Leisure Travel,6.666021602,Silver
5222,Self-Employed,21,,Bachelors Degree,Divorced,1,2.37,Marriott,41,No,5,Yes,Leisure Travel,33941.82559,Bronze
5223,Private Sector,,Male,MBA,Widowed,,2.12,None,44,Yes,0,Yes,Leisure Travel,2.331939005,Silver
5224,Business,,,High School Equivalent,Married,,3.05,IHG,26,No,16,Yes,Leisure Travel,6870.916826,Bronze
5225,,,Female,High School Equivalent,Divorced,1,3.47,Marriott,15,No,5,No,Medical Tourism,86.56241011,Silver
5226,Business,,Male,MBA,Widowed,,2.04,Marriott,17,No,4,Yes,Leisure Travel,0,Bronze
5227,Private Sector,,Male,Associate Degree,Single,,2.48,Discovery,24,Yes,0,Yes,Business,17515.24443,Silver
5228,Business,,Male,Bachelors Degree,Divorced,,3.15,None,23,No,11,Yes,Medical Tourism,64.15721243,Silver
5229,Business,,,Technical/Occupational Certificate,Single,,2.07,IHG,17,Yes,0,Yes,Medical Tourism,0.319816311,Gold
5230,Business,,Male,High School Equivalent,Married,3,2.36,IHG,15,No,9,No,Leisure Travel,0,Bronze
5231,Business,,,MBA,Married,1,2.7,IHG,31,No,12,No,Business,0.234295776,Silver
5232,Business,,Female,Doctorate,Divorced,,2.88,IHG,5,No,12,No,Business,1304.220355,Silver
5233,Business,28,Female,Bachelors Degree,Married,3,3.5,IHG,18,No,18,No,Medical Tourism,0,Bronze
5234,Business,42,Female,Professional,Married,1,3.86,Marriott,21,Yes,0,Yes,Medical Tourism,0,Silver
5235,Private Sector,,,High School Equivalent,Single,,2.69,None,,No,5,Yes,Business,0.247107338,Bronze
